YYYY;MM;DD;hh;mm
2017;1;27;2;0
2017;1;27;3;0
2017;1;27;4;0
2017;1;27;5;0
2017;1;27;6;0
2017;1;27;7;0
2017;1;27;8;0
2017;1;27;9;0
2017;1;27;10;0
2017;1;27;11;0
2017;1;27;12;0
2017;1;27;13;0
2017;1;27;14;0
2017;1;27;15;0
2017;1;27;16;0
2017;1;27;17;0
2017;1;27;18;0
2017;1;27;19;0
2017;1;27;20;0
2017;1;27;21;0
2017;1;27;22;0
2017;1;27;23;0
2017;1;28;0;0
2017;1;28;1;0
2017;1;28;2;0
2017;1;28;3;0
2017;1;28;4;0
2017;1;28;5;0
2017;1;28;6;0
2017;1;28;7;0
2017;1;28;8;0
2017;1;28;9;0
2017;1;28;10;0
2017;1;28;11;0
2017;1;28;12;0
2017;1;28;13;0
2017;1;28;14;0
2017;1;28;15;0
2017;1;28;16;0
2017;1;28;17;0
2017;1;28;18;0
2017;1;28;19;0
2017;1;28;20;0
2017;1;28;21;0
2017;1;28;22;0
2017;1;28;23;0
2017;1;29;0;0
2017;1;29;1;0
2017;1;29;2;0
2017;1;29;3;0
2017;1;29;4;0
2017;1;29;5;0
2017;1;29;6;0
2017;1;29;7;0
2017;1;29;8;0
2017;1;29;9;0
2017;1;29;10;0
2017;1;29;11;0
2017;1;29;12;0
2017;1;29;13;0
2017;1;29;14;0
2017;1;29;15;0
2017;1;29;16;0
2017;1;29;17;0
2017;1;29;18;0
2017;1;29;19;0
2017;1;29;20;0
2017;1;29;21;0
2017;1;29;22;0
2017;1;29;23;0
2017;1;30;0;0
2017;1;30;1;0
2017;1;30;2;0
2017;1;30;3;0
2017;1;30;4;0
2017;1;30;5;0
2017;1;30;6;0
2017;1;30;7;0
2017;1;30;8;0
2017;1;30;9;0
2017;1;30;10;0
2017;1;30;11;0
2017;1;30;12;0
2017;1;30;13;0
2017;1;30;14;0
2017;1;30;15;0
2017;1;30;16;0
2017;1;30;17;0
2017;1;30;18;0
2017;1;30;19;0
2017;1;30;20;0
2017;1;30;21;0
2017;1;30;22;0
2017;1;30;23;0
2017;1;31;0;0
2017;1;31;1;0
2017;1;31;2;0
2017;1;31;3;0
2017;1;31;4;0
2017;1;31;5;0
2017;1;31;6;0
2017;1;31;7;0
2017;1;31;8;0
2017;1;31;9;0
2017;1;31;10;0
2017;1;31;11;0
2017;1;31;12;0
2017;1;31;13;0
2017;1;31;14;0
2017;1;31;15;0
2017;1;31;16;0
2017;1;31;17;0
2017;1;31;18;0
2017;1;31;19;0
2017;1;31;20;0
2017;1;31;21;0
2017;1;31;22;0
2017;1;31;23;0
2017;2;1;0;0
2017;2;1;1;0
2017;2;1;2;0
2017;2;1;3;0
2017;2;1;4;0
2017;2;1;5;0
2017;2;1;6;0
2017;2;1;7;0
2017;2;1;8;0
2017;2;1;9;0
2017;2;1;10;0
2017;2;1;11;0
2017;2;1;12;0
2017;2;1;13;0
2017;2;1;14;0
2017;2;1;15;0
2017;2;1;16;0
2017;2;1;17;0
2017;2;1;18;0
2017;2;1;19;0
2017;2;1;20;0
2017;2;1;21;0
2017;2;1;22;0
2017;2;1;23;0
2017;2;2;0;0
2017;2;2;1;0
2017;2;2;2;0
2017;2;2;3;0
2017;2;2;4;0
2017;2;2;5;0
2017;2;2;6;0
2017;2;2;7;0
2017;2;2;8;0
2017;2;2;9;0
2017;2;2;10;0
2017;2;2;11;0
2017;2;2;12;0
2017;2;2;13;0
2017;2;2;14;0
2017;2;2;15;0
2017;2;2;16;0
2017;2;2;17;0
2017;2;2;18;0
2017;2;2;19;0
2017;2;2;20;0
2017;2;2;21;0
