ID;area_calc;elev_mean;elev_med;elev_std;elev_ran;slope_mean;mvert_dist;mvert_ang;elon_ratio;strm_dens;p_mean;et0_mean;eta_mean;arid_1;arid_2;p_season;frac_snow;hi_prec_fr;hi_prec_du;hi_prec_ti;lo_prec_fr;lo_prec_du;lo_prec_ti;lc_dom;agr_fra;bare_fra;forest_fra;glac_fra;lake_fra;urban_fra;lai_max;lai_diff;ndvi_max;ndvi_min;gvf_max;gvf_diff;bedrk_dep;root_dep;soil_poros;soil_condu;soil_tawc;sand_fra;silt_fra;clay_fra;grav_fra;oc_fra;gc_dom;gc_ig_fra;gc_mt_fra;gc_pa_fra;gc_pb_fra;gc_pi_fra;gc_py_fra;gc_sc_fra;gc_sm_fra;gc_ss_fra;gc_su_fra;gc_va_fra;gc_vb_fra;gc_wb_fra;geol_perme;geol_poros;NEXTDOWNID
1;442.343;1289;1225;654;2766;333;53.2;7;0.446;0.87;4.96;2.36;1.16;0.48;0.6;0.33;0.32;10.2;1.17;jja;159.25;2.97;djf;312;0.2;0.123;0.356;0.002;0.002;0.061;3.09;2.97;0.7;0.11;0.87;0.85;3.22;1.06;0.44;0.062;0.13;0.637;0.228;0.134;0.091;0.009;sc;0.001;0.002;0;0;0;0;0.604;0.06;0.01;0.316;0.002;0.001;0.002;-11.9;0.121;13
2;102.287;1775;1827;422;2097;368;18.8;283;0.607;0.66;4.92;2.18;0.92;0.44;0.61;0.26;0.41;9.25;1.23;jja;162.4;2.88;djf;321;0.051;0.193;0.322;0;0;0.029;2.53;2.45;0.65;0.01;0.85;1;0.56;0.59;0.44;0.031;0.09;0.556;0.289;0.156;0.106;0.013;mt;0;0.885;0;0;0;0;0.042;0.073;0;0;0;0;0;-13.1;0.025;3
3;434.012;1861;1944;529;2632;370;38.7;325;0.607;0.63;4.67;2.15;0.87;0.46;0.6;0.27;0.44;9.7;1.23;jja;161.6;2.87;djf;321;0.037;0.228;0.246;0.013;0.008;0.035;2.45;2.4;0.61;0;0.8;0.96;0.6;0.52;0.45;0.043;0.08;0.503;0.316;0.18;0.129;0.014;mt;0.001;0.837;0;0;0;0;0.153;0.007;0;0.001;0;0;0;-12.6;0.019;7
4;66.286;1894;1907;378;1843;393;12.5;257;0.737;0.8;4.93;2.05;0.86;0.42;0.56;0.27;0.44;8.7;1.25;jja;160.95;2.85;djf;321;0.047;0.279;0.169;0;0;0.023;2.48;2.45;0.62;-0.04;0.83;1.05;0.56;0.49;0.47;0.03;0.08;0.401;0.396;0.203;0.156;0.015;mt;0;0.599;0;0;0;0;0.401;0;0;0;0;0;0;-12.2;0.03;7
5;72.448;1774;1796;468;2336;432;13.6;40;0.704;0.63;5.06;2.2;1.19;0.43;0.5;0.27;0.34;10.45;1.22;jja;164.65;3;djf;321;0.024;0.307;0.289;0.014;0.021;0.017;2.27;2.21;0.56;0;0.69;0.84;0.45;0.31;0.47;0.032;0.05;0.393;0.394;0.213;0.176;0.019;sc;0;0.156;0;0;0;0;0.821;0.009;0;0;0;0;0.015;-11.9;0.056;7
6;95.345;1608;1617;398;1917;417;15;262;0.736;0.68;5.15;2.24;1.19;0.43;0.55;0.29;0.34;9.35;1.18;jja;162.8;2.9;djf;321;0.054;0.246;0.276;0;0;0.004;2.87;2.81;0.66;-0.01;0.86;1.02;0.51;0.45;0.47;0.032;0.07;0.377;0.422;0.202;0.155;0.018;sc;0;0.07;0;0;0;0;0.773;0.157;0;0;0;0;0;-11.9;0.077;7
7;373.391;1351;1388;508;2363;350;35.3;278;0.618;0.71;5.06;2.33;1.21;0.46;0.6;0.28;0.31;9.45;1.2;jja;163.4;2.93;djf;312;0.094;0.117;0.471;0;0.002;0.062;3.25;3.14;0.72;0.09;0.89;0.91;0.91;0.51;0.47;0.036;0.08;0.38;0.417;0.203;0.145;0.017;sc;0;0.1;0;0;0;0;0.631;0.269;0;0;0;0;0;-12;0.09;9
8;69.361;1562;1610;344;1879;407;16.7;7;0.562;0.62;5.13;2.29;1.3;0.45;0.52;0.3;0.23;10;1.15;NA;165.2;3;djf;312;0.006;0.117;0.577;0;0;0.006;3.15;3.02;0.72;0.08;0.86;0.88;0.56;1.09;0.42;0.033;0.11;0.699;0.185;0.116;0.123;0.007;sc;0;0.004;0;0;0;0;0.747;0.114;0.023;0.112;0;0;0;-11.7;0.101;9
9;68.667;804;654;363;1698;208;14.2;294;0.66;0.73;4.98;2.45;1.35;0.49;0.69;0.3;0.21;10.6;1.15;jja;167.3;3.04;djf;312;0.231;0.018;0.51;0;0;0.173;3.73;3.42;0.78;0.26;0.92;0.7;1.73;0.68;0.5;0.033;0.1;0.392;0.402;0.206;0.116;0.017;sm;0;0;0;0;0;0;0.335;0.665;0;0;0;0;0;-12.3;0.146;13
10;33.373;1471;1500;235;1126;325;8.2;265;0.797;0.7;4.96;2.32;1.47;0.47;0.55;0.31;0.23;10.5;1.14;jja;169.7;3.01;djf;321;0.037;0.032;0.442;0;0;0;4.04;3.93;0.77;0.05;0.95;1.03;0.6;0.66;0.47;0.03;0.1;0.342;0.47;0.188;0.146;0.017;sm;0;0;0;0;0;0;0.229;0.771;0;0;0;0;0;-12.4;0.16;13
11;25.471;540;485;140;757;125;8;294;0.711;0.65;4.82;2.48;1.48;0.51;0.72;0.31;0.15;10.9;1.13;jja;173.1;3.04;djf;112;0.214;0;0.381;0;0.002;0.385;3.03;2.7;0.74;0.3;0.92;0.62;5.59;0.96;0.48;0.06;0.12;0.56;0.279;0.161;0.099;0.014;sc;0;0;0;0;0;0;1;0;0;0;0;0;0;-11.8;0.06;12
12;10.241;436;434;11;70;33;6.5;302;0.558;0.3;4.74;2.48;1.51;0.52;0.73;0.32;0.12;11.5;1.14;jja;177.8;3.09;djf;211;0.471;0;0.201;0;0.03;0.244;3;2.64;0.74;0.28;1.02;0.72;36.47;1.14;0.45;0.033;0.12;0.672;0.189;0.139;0.103;0.009;sc;0;0;0;0;0;0;1;0;0;0;0;0;0;-11.8;0.06;13
13;104.689;829;774;384;1600;202;26.7;28;0.432;0.99;4.8;2.42;1.56;0.5;0.64;0.31;0.15;11.15;1.14;jja;173.95;3.08;djf;313;0.219;0.012;0.528;0;0.001;0.143;3.71;3.42;0.77;0.24;0.92;0.71;9.53;0.72;0.49;0.032;0.11;0.401;0.417;0.182;0.119;0.021;sc;0;0;0;0;0;0;0.846;0.079;0;0.075;0;0;0;-11.9;0.082;0
14;52.973;1149;1163;257;1440;308;10.1;1;0.816;1.03;4.84;2.35;1.55;0.49;0.57;0.31;0.18;10.7;1.14;jja;173.45;3.07;djf;313;0.029;0.032;0.754;0;0;0.018;4.4;4.14;0.79;0.18;0.88;0.77;0.76;0.46;0.49;0.028;0.09;0.311;0.521;0.168;0.148;0.023;sc;0;0;0;0;0;0;0.897;0.103;0;0;0;0;0;-11.8;0.073;16
15;17.6;844;811;189;953;171;7;277;0.673;1.08;4.77;2.35;1.6;0.49;0.57;0.29;0.16;10.6;1.15;jja;175.25;3.1;djf;231;0.368;0;0.52;0;0;0.077;4.34;4.15;0.8;0.16;0.93;0.84;0.97;0.68;0.47;0.026;0.11;0.43;0.374;0.196;0.145;0.011;sm;0;0;0;0;0;0;0.05;0.95;0;0;0;0;0;-13.1;0.183;16
16;45.823;584;459;219;975;118;9.1;299;0.837;0.97;4.66;2.4;1.6;0.52;0.6;0.29;0.13;11.15;1.14;jja;176.7;3.14;djf;112;0.333;0;0.317;0;0;0.32;2.78;2.51;0.73;0.22;0.92;0.73;14.96;0.89;0.46;0.037;0.12;0.526;0.31;0.163;0.115;0.012;sm;0;0;0;0;0;0;0.19;0.81;0;0;0;0;0;-12.5;0.165;19
17;8.241;939;951;321;1201;319;4.9;325;0.658;1.41;4.66;2.37;1.58;0.51;0.59;0.3;0.12;11.4;1.16;jja;177.45;3.12;djf;312;0.069;0;0.776;0;0;0.114;3.98;3.77;0.78;0.2;0.87;0.74;2.8;0.68;0.44;0.027;0.09;0.413;0.453;0.134;0.155;0.017;sc;0;0;0;0;0;0;0.957;0.043;0;0;0;0;0;-11.8;0.066;18
18;68.357;542;423;232;1234;140;15.4;24;0.607;0.55;4.67;2.43;1.57;0.52;0.65;0.31;0.12;11.6;1.15;jja;177.4;3.13;djf;112;0.33;0;0.284;0;0;0.332;2.76;2.49;0.73;0.24;0.94;0.73;20.19;1.04;0.44;0.03;0.12;0.572;0.281;0.147;0.111;0.01;sc;0;0;0;0;0;0;0.958;0.042;0;0;0;0;0;-11.8;0.065;19
19;1.765;403;403;3;19;30;4.6;335;0.324;2.05;4.56;2.46;1.58;0.54;0.65;0.29;0.11;11.7;1.14;jja;180.15;3.17;djf;411;0.552;0;0;0;0;0.015;3.38;2.94;0.78;0.22;1.13;0.91;50;0.64;0.46;0.024;0.1;0.474;0.323;0.202;0.051;0.008;sm;0;0;0;0;0;0;0;1;0;0;0;0;0;-15;0.19;0
20;40.731;1711;1720;301;1655;396;8.8;316;0.82;0.72;5.25;2.18;1.11;0.42;0.56;0.32;0.36;8.75;1.17;jja;161.05;2.91;djf;321;0.03;0.157;0.178;0;0;0;3.08;3.05;0.7;-0.04;0.99;1.21;0.58;0.53;0.47;0.03;0.08;0.378;0.403;0.219;0.148;0.017;sc;0;0.117;0;0;0;0;0.848;0.035;0;0;0;0;0;-11.9;0.059;21
21;106.663;1487;1530;327;1566;345;10.5;56;1.105;0.85;5.23;2.3;1.29;0.44;0.56;0.31;0.32;9.4;1.15;jja;166.4;2.97;djf;321;0.064;0.049;0.333;0;0;0.024;3.71;3.63;0.74;0.01;0.97;1.1;0.56;0.47;0.47;0.03;0.07;0.368;0.427;0.204;0.158;0.018;sm;0;0.064;0;0;0;0;0.415;0.521;0;0;0;0;0;-12.2;0.125;22
22;80.218;1309;1360;338;1359;352;11;274;0.919;0.81;5.06;2.32;1.44;0.46;0.55;0.31;0.25;10.05;1.15;jja;169;3.01;djf;321;0.049;0.048;0.48;0;0;0.018;3.92;3.82;0.76;0.04;0.93;1.01;0.61;0.46;0.48;0.03;0.08;0.311;0.522;0.167;0.147;0.022;sc;0;0;0;0;0;0;0.989;0.011;0;0;0;0;0;-11.8;0.061;29
23;14.04;1116;1116;276;1161;324;9;269;0.471;0.78;5.18;2.31;1.51;0.45;0.55;0.31;0.25;10.05;1.18;jja;168.95;3.03;djf;313;0.225;0.012;0.571;0;0;0.051;4.19;4.08;0.8;0.08;1;1.01;0.8;0.46;0.5;0.029;0.09;0.32;0.503;0.177;0.139;0.023;sc;0;0;0;0;0;0;1;0;0;0;0;0;0;-11.8;0.06;29
24;31.153;1480;1476;262;1074;314;6.4;344;0.985;0.85;5.27;2.29;1.38;0.43;0.55;0.32;0.28;9.4;1.16;jja;164.3;2.97;djf;321;0.048;0.128;0.338;0;0;0;3.56;3.49;0.72;0;0.9;1.04;0.62;0.38;0.49;0.036;0.07;0.365;0.431;0.204;0.161;0.021;sc;0;0;0;0;0;0;1;0;0;0;0;0;0;-11.8;0.06;29
25;14.067;1289;1268;171;841;304;6.3;255;0.669;0.6;5.05;2.3;1.64;0.46;0.53;0.26;0.19;10.15;1.22;NA;167.35;3.02;djf;321;0.051;0;0.399;0;0;0;4.17;4.08;0.78;0.04;0.94;1.01;0.63;1.15;0.49;0.052;0.16;0.384;0.336;0.28;0.095;0.006;sm;0;0;0;0;0;0;0;1;0;0;0;0;0;-15;0.19;26
26;65.126;1221;1229;201;1024;241;16.6;285;0.55;0.59;5.15;2.33;1.53;0.45;0.54;0.29;0.22;9.75;1.17;jja;164.95;2.99;djf;312;0.163;0;0.582;0;0;0.003;4.14;4;0.78;0.09;0.94;0.95;0.79;0.93;0.48;0.044;0.13;0.427;0.337;0.236;0.103;0.009;sm;0;0;0;0;0;0;0.282;0.718;0;0;0;0;0;-12.3;0.153;27
27;123.507;1009;986;248;1258;213;20.3;257;0.619;0.7;4.99;2.31;1.66;0.46;0.53;0.26;0.19;10.4;1.22;jja;168.7;3.02;djf;231;0.303;0;0.468;0;0.003;0.02;4.36;4.21;0.8;0.1;0.92;0.9;0.88;1.12;0.48;0.047;0.15;0.411;0.34;0.249;0.097;0.007;sm;0;0;0;0;0;0;0;0.922;0;0.077;0;0;0;-12.5;0.194;29
28;84.104;764;747;114;546;108;11.8;208;0.881;0.56;4.64;2.35;1.71;0.51;0.55;0.21;0.13;11.55;1.23;jja;178.55;3.14;djf;231;0.594;0;0.337;0;0;0.062;4.15;3.95;0.8;0.15;0.98;0.9;3.75;1.23;0.48;0.059;0.17;0.433;0.321;0.246;0.072;0.006;sm;0;0;0;0;0;0;0;0.592;0;0.408;0;0;0;-12.2;0.205;29
29;268.898;918;867;292;1594;221;30;290;0.616;0.68;5;2.35;1.62;0.47;0.56;0.29;0.21;10.1;1.17;jja;169.8;3.02;djf;313;0.266;0.008;0.537;0;0;0.05;4.43;4.25;0.8;0.13;0.96;0.91;0.96;0.58;0.5;0.04;0.1;0.383;0.416;0.201;0.117;0.018;sc;0;0;0;0;0;0;0.54;0.46;0;0;0;0;0;-12.1;0.12;0
30;6.809;763;797;180;662;178;4.5;260;0.655;1.1;4.57;2.37;1.73;0.52;0.58;0.25;0.11;11.45;1.18;jja;177.4;3.16;djf;313;0.298;0;0.623;0;0;0.079;4.42;4.12;0.81;0.23;0.92;0.74;1.46;0.8;0.47;0.067;0.13;0.427;0.36;0.212;0.132;0.008;sm;0;0;0;0;0;0;0;1;0;0;0;0;0;-15;0.19;0
32;105.084;634;611;133;676;89;19;227;0.61;0.62;4.39;2.36;1.7;0.54;0.6;0.2;0.09;11.55;1.22;jja;183.6;3.2;djf;231;0.623;0;0.317;0;0;0.059;4.2;3.83;0.8;0.24;1.03;0.81;6.62;1.24;0.47;0.067;0.16;0.47;0.298;0.232;0.089;0.005;sm;0;0;0;0;0;0;0;0.599;0;0.401;0;0;0;-12.9;0.202;0
33;25.443;2077;2079;258;1318;343;7.7;315;0.743;0.64;5.11;1.96;0.93;0.38;0.52;0.31;0.4;8.15;1.19;NA;157.8;2.86;djf;321;0.001;0.257;0.067;0;0;0.012;2.29;2.29;0.62;-0.06;0.93;1.19;0.6;0.3;0.47;0.03;0.05;0.375;0.409;0.216;0.167;0.02;sc;0;0;0;0;0;0;1;0;0;0;0;0;0;-11.8;0.06;34
34;58.829;1953;1951;254;1224;358;14;72;0.619;0.6;5.14;2.05;1.04;0.4;0.52;0.29;0.38;8.55;1.2;jja;159.95;2.86;djf;321;0.021;0.258;0.176;0;0;0.005;2.1;2.08;0.59;-0.04;0.84;1.07;0.59;0.3;0.48;0.03;0.05;0.355;0.42;0.225;0.148;0.02;sc;0;0;0;0;0;0;1;0;0;0;0;0;0;-11.8;0.06;35
35;163.471;1911;1921;328;1721;395;14.7;83;0.98;0.78;5.13;2.08;0.92;0.41;0.56;0.33;0.4;8.1;1.2;NA;156.6;2.84;djf;321;0.021;0.209;0.17;0;0;0.009;2.61;2.58;0.64;-0.04;0.89;1.12;0.55;0.36;0.47;0.03;0.05;0.379;0.411;0.21;0.164;0.019;sc;0;0;0;0;0;0;1;0;0;0;0;0;0;-11.8;0.06;38
36;64.262;1712;1725;355;1581;490;15.5;69;0.585;0.73;5.31;2.15;1.06;0.4;0.58;0.38;0.34;8;1.18;jja;156.3;2.85;djf;312;0.023;0.332;0.243;0;0;0.001;2.17;2.1;0.58;-0.02;0.73;0.9;0.38;0.31;0.47;0.03;0.05;0.38;0.412;0.208;0.168;0.02;sc;0;0;0;0;0;0;1;0;0;0;0;0;0;-11.8;0.06;38
37;66.517;1692;1711;315;1587;435;12.7;314;0.724;0.79;5.01;2.21;1.11;0.44;0.65;0.42;0.33;8.1;1.17;jja;158.25;2.88;djf;312;0.034;0.287;0.262;0;0;0.003;2.6;2.51;0.65;0.03;0.83;0.95;0.43;0.33;0.47;0.056;0.05;0.371;0.431;0.198;0.157;0.02;sc;0;0;0;0;0;0;1;0;0;0;0;0;0;-11.8;0.06;38
38;634.43;1673;1688;435;2131;406;43.3;36;0.657;0.74;5.07;2.2;1.05;0.43;0.63;0.39;0.35;7.9;1.19;jja;156.5;2.86;djf;312;0.045;0.259;0.325;0;0;0.018;2.44;2.34;0.62;0.03;0.78;0.89;0.55;0.42;0.47;0.045;0.06;0.369;0.427;0.204;0.152;0.019;sc;0;0;0;0;0;0;0.959;0.041;0;0;0;0;0;-11.8;0.065;636
39;85.761;1156;1094;282;1221;249;12.6;114;0.828;0.66;4.77;2.31;1.48;0.48;0.61;0.33;0.22;9.7;1.18;jja;162.3;2.91;djf;312;0.297;0.029;0.484;0;0;0.047;3.9;3.69;0.75;0.15;0.89;0.8;2.09;0.82;0.48;0.036;0.11;0.399;0.376;0.225;0.122;0.013;sc;0;0;0;0;0;0;0.674;0.038;0;0.288;0;0;0;-11.8;0.113;636
40;202.593;1769;1765;388;1783;478;19.6;272;0.82;0.52;4.86;2.12;1.15;0.44;0.6;0.45;0.29;9.7;1.16;jja;161.35;2.81;djf;332;0.002;0.471;0.278;0;0;0.002;1.46;1.41;0.5;0.01;0.61;0.74;0.44;0.31;0.47;0.072;0.05;0.382;0.404;0.215;0.17;0.019;sc;0;0;0;0;0;0;1;0;0;0;0;0;0;-11.8;0.06;675
41;65.206;1403;1337;268;1383;289;11.7;41;0.781;0.64;4.88;2.33;1.17;0.48;0.71;0.46;0.25;10.2;1.16;jja;162.75;2.85;djf;312;0.062;0.113;0.65;0;0;0.035;2.88;2.63;0.69;0.14;0.8;0.74;0.67;0.37;0.48;0.241;0.06;0.361;0.412;0.228;0.133;0.019;sc;0;0;0;0;0;0;1;0;0;0;0;0;0;-11.8;0.06;675
42;46.422;1782;1731;337;1524;406;11.3;97;0.679;0.7;4.84;2.14;1.2;0.44;0.62;0.46;0.29;9.35;1.17;jja;163.6;2.87;djf;312;0.012;0.318;0.407;0;0;0;1.95;1.87;0.56;0.02;0.7;0.82;0.45;0.3;0.47;0.092;0.05;0.368;0.422;0.21;0.158;0.02;sc;0;0;0;0;0;0;1;0;0;0;0;0;0;-11.8;0.06;675
43;86.967;1510;1476;392;1888;350;8.7;26;1.208;0.59;4.83;2.27;1.18;0.47;0.67;0.45;0.29;9.15;1.16;jja;162.15;2.88;djf;312;0.081;0.175;0.42;0;0.004;0.045;3.06;2.93;0.65;0.06;0.79;0.85;0.63;0.43;0.51;0.123;0.08;0.377;0.411;0.212;0.137;0.042;sc;0;0;0;0;0;0;1;0;0;0;0;0;0;-11.8;0.06;682
44;108.788;2280;2339;357;2273;396;14;91;0.839;0.67;3.9;1.9;0.75;0.49;0.63;0.29;0.48;9.95;1.22;jja;171.6;2.94;djf;321;0.024;0.301;0.177;0;0;0.006;1.91;1.89;0.55;-0.04;0.75;0.97;0.48;0.66;0.41;0.05;0.08;0.715;0.179;0.106;0.141;0.01;sc;0;0.132;0;0;0;0;0.731;0.056;0.008;0.017;0;0.056;0;-11.9;0.066;45
45;106.691;1958;1954;466;2140;369;14.6;14;0.796;0.67;3.45;2.14;0.76;0.62;0.91;0.29;0.46;10.05;1.17;jja;175.6;2.98;djf;312;0.077;0.207;0.366;0;0;0.008;2.39;2.3;0.64;0.03;0.83;0.93;0.57;0.69;0.43;0.136;0.1;0.602;0.251;0.148;0.099;0.012;mt;0;0.789;0;0;0;0;0.19;0;0;0.012;0;0.009;0;-12.5;0.023;46
46;303.461;2021;2071;529;2478;374;24.8;11;0.792;0.66;3.8;2.07;0.77;0.54;0.77;0.31;0.46;9.4;1.18;jja;170.15;2.93;djf;312;0.07;0.253;0.355;0.001;0;0.018;2.2;2.11;0.6;0.03;0.77;0.88;0.54;0.61;0.44;0.064;0.09;0.569;0.274;0.156;0.107;0.013;mt;0;0.949;0;0;0;0;0.051;0;0;0;0;0;0;-13.1;0.013;53
47;57.091;2806;2855;332;1642;304;8.6;344;0.992;0.28;3.34;1.82;0.44;0.54;0.58;0.33;0.59;10.3;1.16;jja;175.9;2.99;djf;332;0;0.547;0.002;0.35;0;0;0.38;0.38;0.15;-0.08;0.18;0.37;0.51;0.4;0.38;0.03;0.05;0.771;0.152;0.077;0.129;0.014;mt;0;1;0;0;0;0;0;0;0;0;0;0;0;-14.1;0.01;53
48;130.486;2254;2296;338;1788;381;17;25;0.759;0.71;4.71;1.88;0.77;0.4;0.51;0.28;0.5;9.25;1.24;jja;161.7;2.85;djf;321;0.002;0.446;0.076;0.012;0.002;0.004;1.61;1.59;0.48;-0.06;0.65;0.91;0.56;0.59;0.44;0.03;0.09;0.562;0.282;0.156;0.112;0.013;mt;0;1;0;0;0;0;0;0;0;0;0;0;0;-14.1;0.01;51
49;98.219;2362;2407;370;1758;379;14.1;13;0.791;0.44;4.13;1.9;0.71;0.46;0.57;0.29;0.52;9.75;1.22;jja;166.9;2.89;djf;321;0.03;0.491;0.008;0.054;0;0.006;1.26;1.26;0.41;-0.07;0.57;0.82;0.57;0.54;0.43;0.03;0.08;0.569;0.271;0.16;0.124;0.013;mt;0.005;0.964;0;0;0;0;0.028;0;0;0.003;0;0;0;-13.3;0.012;50
50;287.029;2187;2261;424;2257;378;30.1;36;0.636;0.69;4.3;1.96;0.73;0.46;0.61;0.29;0.5;9.4;1.23;jja;165.45;2.9;djf;321;0.035;0.363;0.189;0.003;0;0.018;1.83;1.8;0.54;-0.03;0.72;0.92;0.57;0.55;0.43;0.037;0.09;0.616;0.246;0.138;0.11;0.014;mt;0.004;0.857;0;0;0;0;0.127;0.011;0;0.001;0;0;0;-12.7;0.018;51
51;211.668;1851;1868;494;2338;398;26.2;90;0.627;0.94;4.71;2.12;0.8;0.45;0.66;0.32;0.44;8.7;1.21;jja;160.2;2.87;djf;312;0.071;0.228;0.342;0.001;0;0.041;2.42;2.35;0.61;0.02;0.78;0.9;0.6;0.51;0.46;0.039;0.08;0.475;0.335;0.19;0.149;0.014;mt;0;0.611;0;0;0;0;0.389;0;0;0;0;0;0;-12.2;0.029;53
52;77.25;1541;1542;401;1809;380;10.4;150;0.958;0.65;4.79;2.28;1.13;0.48;0.7;0.44;0.29;8.7;1.16;jja;161.2;2.89;djf;312;0.036;0.207;0.531;0;0;0.019;2.43;2.27;0.65;0.1;0.79;0.79;0.53;0.36;0.47;0.047;0.06;0.376;0.423;0.201;0.153;0.019;sc;0;0;0;0;0;0;1;0;0;0;0;0;0;-11.8;0.06;53
53;517.289;1793;1800;614;2777;396;35.9;0;0.714;0.65;4.29;2.14;0.89;0.5;0.72;0.37;0.39;8.25;1.15;jja;161.25;2.91;djf;312;0.083;0.296;0.374;0.004;0.005;0.031;2.15;2.04;0.58;0.06;0.72;0.78;0.6;0.48;0.44;0.079;0.07;0.53;0.307;0.163;0.128;0.015;mt;0;0.516;0;0;0;0;0.464;0.02;0;0;0;0;0;-12.1;0.037;63
54;172.79;2545;2612;468;2397;417;21.2;9;0.7;0.64;3.66;1.79;0.71;0.49;0.57;0.36;0.51;9.45;1.12;jja;166.65;2.89;djf;332;0.026;0.522;0.066;0.158;0.002;0.004;0.9;0.89;0.3;-0.06;0.37;0.59;0.47;0.47;0.41;0.031;0.07;0.688;0.204;0.108;0.135;0.013;mt;0;1;0;0;0;0;0;0;0;0;0;0;0;-14.1;0.01;63
55;11.435;3122;3129;174;969;236;3.8;186;0.998;0.11;3.35;1.55;0.52;0.46;0.43;0.34;0.61;10.3;1.15;jja;175.45;2.96;djf;335;0;0.264;0;0.736;0;0;0.01;0.01;-0.02;-0.06;-0.03;0.03;0.45;0.3;0.4;0.03;0.04;0.73;0.18;0.09;0.21;0.014;mt;0;1;0;0;0;0;0;0;0;0;0;0;0;-14.1;0.01;56
56;86.506;2858;2899;322;1833;328;15.7;61;0.667;0.48;3.27;1.67;0.21;0.51;0.54;0.38;0.59;10.6;1.15;son;174.9;3.04;djf;332;0.006;0.618;0.001;0.282;0;0;0.33;0.33;0.14;-0.07;0.14;0.33;0.62;0.42;0.39;0.03;0.06;0.771;0.15;0.079;0.109;0.015;mt;0;1;0;0;0;0;0;0;0;0;0;0;0;-14.1;0.01;58
57;72.623;2776;2825;317;1602;356;11.5;13;0.837;0.65;3.65;1.72;0.78;0.47;0.58;0.47;0.43;11.25;1.15;jja;168.05;2.98;djf;332;0.002;0.551;0.006;0.268;0;0;0.47;0.47;0.19;-0.07;0.22;0.43;0.49;0.4;0.4;0.03;0.06;0.723;0.18;0.097;0.134;0.015;mt;0;0.995;0;0;0;0;0.005;0;0;0;0;0;0;-13.8;0.01;58
58;346.076;2513;2589;474;2405;401;32;14;0.657;0.63;3.86;1.78;0.68;0.46;0.6;0.44;0.48;9.2;1.12;jja;159.4;2.87;djf;332;0.022;0.521;0.109;0.092;0;0.008;1.04;1.02;0.35;-0.05;0.43;0.63;0.56;0.49;0.4;0.047;0.07;0.7;0.193;0.107;0.112;0.014;mt;0;0.999;0;0.001;0;0;0;0;0;0;0;0;0;-14.1;0.01;60
59;12.854;2358;2367;337;1480;427;6.3;7;0.646;0.54;4.14;1.88;0.81;0.45;0.58;0.38;0.43;8.55;1.12;jja;163.65;2.9;djf;333;0;0.625;0.097;0;0;0;1.07;1.05;0.43;-0.04;0.55;0.78;0.38;0.5;0.4;0.03;0.07;0.695;0.2;0.105;0.124;0.013;mt;0;1;0;0;0;0;0;0;0;0;0;0;0;-14.1;0.01;60
60;255.532;2213;2320;559;2565;418;23.7;324;0.762;0.63;4.3;1.92;0.78;0.45;0.59;0.42;0.45;8.55;1.12;jja;159.05;2.86;djf;333;0.056;0.446;0.231;0.043;0;0.014;1.48;1.4;0.45;0;0.56;0.7;0.53;0.59;0.43;0.047;0.09;0.609;0.25;0.141;0.106;0.013;mt;0;1;0;0;0;0;0;0;0;0;0;0;0;-14.1;0.01;62
61;9.002;2425;2433;232;1081;430;4.8;38;0.711;0.65;4.58;1.8;0.86;0.39;0.52;0.44;0.38;8.95;1.13;jja;158.7;2.9;djf;333;0.001;0.658;0.014;0;0;0;0.69;0.69;0.35;-0.08;0.46;0.74;0.73;0.55;0.42;0.03;0.08;0.62;0.248;0.133;0.137;0.012;mt;0;1;0;0;0;0;0;0;0;0;0;0;0;-14.1;0.01;62
62;97.176;1823;1929;575;2274;394;14.8;278;0.752;0.84;4.49;2.13;0.93;0.47;0.68;0.42;0.35;8.9;1.13;jja;159.65;2.9;djf;312;0.078;0.266;0.418;0;0.011;0.03;2.44;2.31;0.61;0.08;0.74;0.79;0.6;0.59;0.47;0.1;0.1;0.442;0.359;0.199;0.13;0.013;mt;0;1;0;0;0;0;0;0;0;0;0;0;0;-14.1;0.01;63
63;200.842;1669;1647;577;2423;365;23.4;13;0.684;0.69;4.26;2.22;0.93;0.52;0.77;0.38;0.36;8.65;1.15;NA;161.85;2.9;djf;312;0.107;0.181;0.468;0;0;0.036;2.77;2.63;0.66;0.13;0.81;0.78;0.71;0.63;0.44;0.111;0.1;0.528;0.306;0.166;0.115;0.012;mt;0;0.852;0;0;0;0;0.148;0;0;0;0;0;0;-12.6;0.017;64
64;180.302;1288;1144;532;2200;307;17.9;63;0.844;0.61;4.77;2.32;1.08;0.49;0.74;0.45;0.3;9;1.15;NA;160.8;2.91;djf;312;0.162;0.135;0.539;0;0;0.06;3.21;3.01;0.69;0.18;0.83;0.72;0.66;0.6;0.47;0.098;0.09;0.401;0.395;0.205;0.141;0.013;sc;0;0.425;0;0;0;0;0.575;0;0;0;0;0;0;-12;0.039;66
65;204.351;2155;2200;469;2459;396;20.5;32;0.788;0.73;4.69;1.92;0.82;0.41;0.58;0.46;0.4;8.95;1.14;jja;155.65;2.85;djf;321;0.04;0.42;0.224;0.022;0;0.009;1.86;1.79;0.51;-0.01;0.66;0.83;0.57;0.51;0.43;0.033;0.08;0.612;0.254;0.134;0.106;0.015;mt;0;1;0;0;0;0;0;0;0;0;0;0;0;-14.1;0.01;66
